city_id,city_name,state_id,state_code,county_area
1288,Ridgeway,12,SC,Kershaw
1289,Rifle,2,CO,Garfield
1290,Ringgold,4,GA,"Catoosa County, GA"
1291,River Forest,5,IL,Cook
1292,River Grove,5,IL,Cook
1293,Riverside,8,MO,Platte
1294,Rives,13,TN,Obion
1295,Roaring Gap,10,NC,Alleghany
1296,Roaring River,10,NC,Wilkes
1297,Robbinsville,10,NC,Graham
1298,Robinson,14,TX,McLennan
1299,Rock Hill,12,SC,York
1300,Rock Island,13,TN,"Warren County, TN"
1301,Rockdale,14,TX,Milam
1302,Rockingham,10,NC,Richmond
1303,Rockport,14,TX,Aransas
1304,Rockton,5,IL,Winnebago
1305,Rockvale,13,TN,"Rutherford County, TN"
1306,Rockwell,10,NC,Rowan
1307,Rocky Mount,10,NC,Nash
1308,Roeland Park,6,KS,"Johnson, KS"
1309,Rogers,14,TX,Bell
1310,Roggen,2,CO,Weld
1311,Rome,4,GA,"Floyd County, GA"
1312,Rosanky,14,TX,Bastrop
1313,Rosebud,14,TX,Falls
1314,Rosendale,8,MO,Andrew
1315,Rosman,10,NC,Transylvania
1316,Rossville,4,GA,"Walker County, GA"
1317,Round Mountain,14,TX,Blanco
1318,Round Rock,14,TX,Williamson
1319,Round Top,14,TX,Fayette
1320,Rural Hall,10,NC,Forsyth
1321,Rushville,8,MO,Platte
1322,Rush,2,CO,Lincoln
1323,Rutherfordton,10,NC,Rutherford
1324,Rutherford,13,TN,Gibson
1325,SAFETY HARBOR,3,FL,Pinellas
1326,SAINT CLOUD,3,FL,Osceola
1327,SAN ANTONIO,3,FL,Pasco
1328,SAN JUAN,11,PR,San Juan
1329,SANFORD,3,FL,Seminole
1330,SANTA ROSA BEACH,3,FL,Walton
1331,SARASOTA,3,FL,Sarasota
1332,SATELLITE BEACH,3,FL,Brevard
1333,SEBRING,3,FL,Highlands
1334,SEFFNER,3,FL,Hillsborough
1335,SEMINOLE,3,FL,Pinellas
1336,SEVIERVILLE,13,TN,Out of Area
1337,SHERIDAN,16,WY,Other County
1338,SILVER SPRINGS,3,FL,Marion
1339,SORRENTO,3,FL,Lake
1340,SOUTH DAYTONA,3,FL,Volusia
1341,SOUTH PASADENA,3,FL,Pinellas
1342,SPRING HILL,3,FL,Hernando
1343,ST AUGUSTINE,3,FL,St Johns
1344,ST CLOUD,3,FL,Osceola
1345,ST JOHNS,3,FL,St Johns
1346,ST PETE BEACH,3,FL,Pinellas
1347,ST PETERSBURG,3,FL,Pinellas
1348,STARKE,3,FL,Bradford
1349,STEVENSVILLE,9,MT,Other County
1350,SUMMERFIELD,3,FL,Marion
1351,SUMTERVILLE,3,FL,Sumter
1352,SUN CITY CENTER,3,FL,Hillsborough
1353,Saguache,2,CO,Saguache
1354,Saint Joseph,13,TN,"Lawrence County, TN"
1355,Salado,14,TX,Bell
1356,Sale Creek,13,TN,"Hamilton County, TN"
1357,Salida,2,CO,Chaffee
1358,Salisbury,10,NC,Rowan
1359,Saluda,10,NC,Polk
1360,San Antonio,14,TX,Bexar
1361,San Marcos,14,TX,Hays
1362,San Saba,14,TX,San Saba
